,AREA,YEAR_invest,TECHNOLOGIES,TECHNOLOGIES,transInvest_Dvar
247,Marseille,2030,SMR,SMR + CCS2,0.0
248,Marseille,2030,SMR,Solar,0.0
249,Marseille,2030,SMR,curtailment,0.0
250,Marseille,2030,SMR,CCS1,0.0
251,Marseille,2030,SMR,CCS2,0.0
252,Marseille,2030,SMR,WindOffShore_flot,0.0
253,Marseille,2030,electrolysis_PEMEL,SMR,0.0
254,Marseille,2030,electrolysis_PEMEL,electrolysis_PEMEL,0.0
255,Marseille,2030,electrolysis_PEMEL,WindOnShore,0.0
256,Marseille,2030,electrolysis_PEMEL,SMR + CCS1,0.0
257,Marseille,2030,electrolysis_PEMEL,electrolysis_AEL,0.0
258,Marseille,2030,electrolysis_PEMEL,SMR + CCS2,0.0
259,Marseille,2030,electrolysis_PEMEL,Solar,0.0
260,Marseille,2030,electrolysis_PEMEL,curtailment,0.0
261,Marseille,2030,electrolysis_PEMEL,CCS1,0.0
262,Marseille,2030,electrolysis_PEMEL,CCS2,0.0
263,Marseille,2030,electrolysis_PEMEL,WindOffShore_flot,0.0
264,Marseille,2030,WindOnShore,SMR,0.0
265,Marseille,2030,WindOnShore,electrolysis_PEMEL,0.0
266,Marseille,2030,WindOnShore,WindOnShore,0.0
267,Marseille,2030,WindOnShore,SMR + CCS1,0.0
268,Marseille,2030,WindOnShore,electrolysis_AEL,0.0
269,Marseille,2030,WindOnShore,SMR + CCS2,0.0
270,Marseille,2030,WindOnShore,Solar,0.0
271,Marseille,2030,WindOnShore,curtailment,0.0
272,Marseille,2030,WindOnShore,CCS1,0.0
273,Marseille,2030,WindOnShore,CCS2,0.0
274,Marseille,2030,WindOnShore,WindOffShore_flot,0.0
275,Marseille,2030,SMR + CCS1,SMR,0.0
276,Marseille,2030,SMR + CCS1,electrolysis_PEMEL,0.0
277,Marseille,2030,SMR + CCS1,WindOnShore,0.0
278,Marseille,2030,SMR + CCS1,SMR + CCS1,0.0
279,Marseille,2030,SMR + CCS1,electrolysis_AEL,0.0
280,Marseille,2030,SMR + CCS1,SMR + CCS2,0.0
281,Marseille,2030,SMR + CCS1,Solar,0.0
282,Marseille,2030,SMR + CCS1,curtailment,0.0
283,Marseille,2030,SMR + CCS1,CCS1,0.0
284,Marseille,2030,SMR + CCS1,CCS2,0.0
285,Marseille,2030,SMR + CCS1,WindOffShore_flot,0.0
286,Marseille,2030,electrolysis_AEL,SMR,0.0
287,Marseille,2030,electrolysis_AEL,electrolysis_PEMEL,0.0
288,Marseille,2030,electrolysis_AEL,WindOnShore,0.0
289,Marseille,2030,electrolysis_AEL,SMR + CCS1,0.0
290,Marseille,2030,electrolysis_AEL,electrolysis_AEL,0.0
291,Marseille,2030,electrolysis_AEL,SMR + CCS2,0.0
292,Marseille,2030,electrolysis_AEL,Solar,0.0
293,Marseille,2030,electrolysis_AEL,curtailment,0.0
294,Marseille,2030,electrolysis_AEL,CCS1,0.0
295,Marseille,2030,electrolysis_AEL,CCS2,0.0
296,Marseille,2030,electrolysis_AEL,WindOffShore_flot,0.0
297,Marseille,2030,SMR + CCS2,SMR,0.0
298,Marseille,2030,SMR + CCS2,electrolysis_PEMEL,0.0
299,Marseille,2030,SMR + CCS2,WindOnShore,0.0
300,Marseille,2030,SMR + CCS2,SMR + CCS1,0.0
301,Marseille,2030,SMR + CCS2,electrolysis_AEL,0.0
302,Marseille,2030,SMR + CCS2,SMR + CCS2,0.0
303,Marseille,2030,SMR + CCS2,Solar,0.0
304,Marseille,2030,SMR + CCS2,curtailment,0.0
305,Marseille,2030,SMR + CCS2,CCS1,0.0
306,Marseille,2030,SMR + CCS2,CCS2,0.0
307,Marseille,2030,SMR + CCS2,WindOffShore_flot,0.0
308,Marseille,2030,Solar,SMR,0.0
309,Marseille,2030,Solar,electrolysis_PEMEL,0.0
310,Marseille,2030,Solar,WindOnShore,0.0
311,Marseille,2030,Solar,SMR + CCS1,0.0
312,Marseille,2030,Solar,electrolysis_AEL,0.0
313,Marseille,2030,Solar,SMR + CCS2,0.0
314,Marseille,2030,Solar,Solar,0.0
315,Marseille,2030,Solar,curtailment,0.0
316,Marseille,2030,Solar,CCS1,0.0
317,Marseille,2030,Solar,CCS2,0.0
318,Marseille,2030,Solar,WindOffShore_flot,0.0
319,Marseille,2030,curtailment,SMR,0.0
