TIMESTAMP,RESOURCES,areaConsumption
219,electricity,62684
220,electricity,60280
221,electricity,60278
222,electricity,64109
223,electricity,71691
224,electricity,77197
225,electricity,77053
226,electricity,77040
227,electricity,77002
228,electricity,77636
229,electricity,77011
230,electricity,75330
231,electricity,73623
232,electricity,72236
233,electricity,72519
234,electricity,76711
235,electricity,79623
236,electricity,76317
237,electricity,71665
238,electricity,67537
239,electricity,69981
240,electricity,68471
241,electricity,63892
242,electricity,63200
243,electricity,60886
244,electricity,58942
245,electricity,59213
246,electricity,63287
247,electricity,70908
248,electricity,76942
249,electricity,76727
250,electricity,76382
251,electricity,75461
252,electricity,75168
253,electricity,74409
254,electricity,72327
255,electricity,70038
256,electricity,68639
257,electricity,68705
258,electricity,74460
259,electricity,77241
260,electricity,74487
261,electricity,70687
262,electricity,67595
263,electricity,70972
264,electricity,69818
265,electricity,64820
266,electricity,63873
267,electricity,61320
268,electricity,58635
269,electricity,58077
270,electricity,59455
271,electricity,61774
272,electricity,64543
273,electricity,66966
274,electricity,69434
275,electricity,69247
276,electricity,69791
277,electricity,70892
278,electricity,67659
279,electricity,65375
280,electricity,63828
281,electricity,64029
282,electricity,69108
283,electricity,72044
284,electricity,70364
285,electricity,67229
286,electricity,64810
287,electricity,68376
288,electricity,67886
289,electricity,63781
290,electricity,62796
291,electricity,60015
292,electricity,57201
293,electricity,55917
294,electricity,56480
295,electricity,57437
296,electricity,59106
297,electricity,60904
298,electricity,64530
299,electricity,66973
300,electricity,68757
301,electricity,70550
302,electricity,66881
303,electricity,64327
304,electricity,62756
305,electricity,63285
306,electricity,68314
307,electricity,72426
308,electricity,72404
309,electricity,69526
310,electricity,67095
311,electricity,70450
312,electricity,69375
313,electricity,65612
314,electricity,65398
315,electricity,63617
316,electricity,61587
317,electricity,62433
318,electricity,67017
319,electricity,75008
320,electricity,80701
321,electricity,81258
322,electricity,81634
323,electricity,81745
324,electricity,82460
325,electricity,82081
326,electricity,81168
327,electricity,79576
328,electricity,78657
329,electricity,79274
330,electricity,83931
331,electricity,87280
332,electricity,83776
333,electricity,79331
334,electricity,75119
335,electricity,77716
336,electricity,76116
337,electricity,71308
338,electricity,71049
339,electricity,68625
340,electricity,66585
341,electricity,66777
342,electricity,70740
343,electricity,78055
344,electricity,83001
345,electricity,83074
346,electricity,83661
347,electricity,83878
348,electricity,84349
349,electricity,83730
350,electricity,82117
351,electricity,80129
352,electricity,78860
353,electricity,79055
354,electricity,84223
355,electricity,87682
356,electricity,84396
357,electricity,79783
358,electricity,75582
359,electricity,78353
360,electricity,76338
361,electricity,71779
362,electricity,71719
363,electricity,69684
364,electricity,67681
365,electricity,68079
366,electricity,72208
367,electricity,78547
368,electricity,82790
369,electricity,84183
370,electricity,84970
371,electricity,84774
372,electricity,85223
373,electricity,84237
374,electricity,82272
375,electricity,80480
376,electricity,79456
377,electricity,79930
378,electricity,85338
379,electricity,89570
380,electricity,86280
381,electricity,82115
382,electricity,78202
383,electricity,81095
384,electricity,79913
385,electricity,75908
386,electricity,77465
387,electricity,75416
388,electricity,73154
389,electricity,73443
390,electricity,77696
391,electricity,84371
392,electricity,89150
393,electricity,89249
394,electricity,89636
395,electricity,88798
396,electricity,88629
397,electricity,87604
398,electricity,85496
399,electricity,83103
400,electricity,82118
401,electricity,82673
402,electricity,88340
403,electricity,92597
404,electricity,89561
405,electricity,84999
406,electricity,81142
407,electricity,83962
408,electricity,82420
409,electricity,78141
410,electricity,79868
411,electricity,77396
412,electricity,75176
413,electricity,75186
414,electricity,78678
415,electricity,85391
416,electricity,90179
417,electricity,90804
418,electricity,91441
419,electricity,91492
420,electricity,92141
421,electricity,91634
422,electricity,89403
423,electricity,87045
424,electricity,85261
425,electricity,84957
426,electricity,89222
427,electricity,91466
428,electricity,87798
429,electricity,82844
430,electricity,79091
431,electricity,82083
432,electricity,80377
433,electricity,75411
434,electricity,75441
435,electricity,72368
436,electricity,69651
437,electricity,68274
438,electricity,69223
439,electricity,71079
440,electricity,73966
441,electricity,76433
442,electricity,79247
443,electricity,80166
444,electricity,81453
445,electricity,82765
446,electricity,79612
447,electricity,77326
448,electricity,75933
449,electricity,75895
450,electricity,79730
451,electricity,82334
452,electricity,79914
453,electricity,76072
454,electricity,73504
455,electricity,77192
456,electricity,76519
457,electricity,72483
458,electricity,71330
459,electricity,68769
460,electricity,65806
461,electricity,64521
462,electricity,64924
463,electricity,65822
464,electricity,67287
465,electricity,69354
466,electricity,72590
467,electricity,75027
468,electricity,76749
469,electricity,78228
470,electricity,74368
471,electricity,71561
472,electricity,70157
473,electricity,70383
474,electricity,74903
475,electricity,79641
476,electricity,79224
477,electricity,76412
478,electricity,73264
479,electricity,76508
480,electricity,75085
481,electricity,71249
482,electricity,71036
483,electricity,68933
484,electricity,66646
485,electricity,66882
486,electricity,71038
487,electricity,77366
488,electricity,81996
489,electricity,82582
490,electricity,83335
491,electricity,83265
492,electricity,83845
493,electricity,83719
494,electricity,82505
495,electricity,80579
496,electricity,79291
497,electricity,79310
498,electricity,83390
499,electricity,87635
500,electricity,84147
501,electricity,79372
502,electricity,75151
503,electricity,77564
504,electricity,76191
505,electricity,71946
506,electricity,72591
507,electricity,70330
508,electricity,68117
509,electricity,68191
510,electricity,71954
511,electricity,79453
512,electricity,84169
513,electricity,84584
514,electricity,84572
515,electricity,83848
516,electricity,84307
517,electricity,83579
518,electricity,81964
519,electricity,80041
520,electricity,78578
521,electricity,78709
522,electricity,83028
523,electricity,87230
524,electricity,83896
525,electricity,78904
526,electricity,74959
527,electricity,77425
528,electricity,76065
529,electricity,71741
530,electricity,71656
531,electricity,69435
532,electricity,67039
533,electricity,67230
534,electricity,71103
535,electricity,77466
536,electricity,81822
537,electricity,83206
538,electricity,83831
539,electricity,83976
540,electricity,84596
541,electricity,84067
542,electricity,82498
543,electricity,80440
544,electricity,79036
545,electricity,78709
546,electricity,82467
547,electricity,86541
548,electricity,83032
549,electricity,78385
550,electricity,74316
551,electricity,76923
552,electricity,75649
553,electricity,71643
554,electricity,72147
555,electricity,70066
556,electricity,67652
557,electricity,67891
558,electricity,71639
559,electricity,78426
560,electricity,82690
561,electricity,82572
562,electricity,82855
563,electricity,83007
564,electricity,83774
565,electricity,83050
566,electricity,81402
567,electricity,79589
568,electricity,78487
569,electricity,78810
570,electricity,83331
571,electricity,87811
572,electricity,84614
573,electricity,80265
574,electricity,76233
575,electricity,79279
576,electricity,77905
577,electricity,74188
578,electricity,75644
579,electricity,73528
580,electricity,71264
581,electricity,71537
582,electricity,75326
583,electricity,82348
584,electricity,87216
585,electricity,87127
586,electricity,87465
587,electricity,86821
588,electricity,87071
589,electricity,86517
590,electricity,84072
591,electricity,81508
592,electricity,80338
593,electricity,79798
594,electricity,84356
595,electricity,88391
596,electricity,85258
597,electricity,81388
598,electricity,78102
599,electricity,81197
600,electricity,79849
601,electricity,74872
602,electricity,75177
603,electricity,72468
604,electricity,69436
605,electricity,68385
606,electricity,69313
607,electricity,71475
608,electricity,74045
609,electricity,76375
610,electricity,78526
611,electricity,78433
612,electricity,78591
613,electricity,78885
614,electricity,75134
615,electricity,72292
616,electricity,70268
617,electricity,69823
618,electricity,74075
619,electricity,78589
620,electricity,77150
621,electricity,73490
622,electricity,70778
623,electricity,75027
624,electricity,74236
625,electricity,70498
626,electricity,69302
627,electricity,66617
628,electricity,63534
629,electricity,61995
630,electricity,62235
631,electricity,62914
632,electricity,64016
633,electricity,65869
634,electricity,68674
635,electricity,70738
636,electricity,71756
637,electricity,72933
638,electricity,68520
639,electricity,65314
640,electricity,63413
641,electricity,63290
642,electricity,67369
643,electricity,72797
644,electricity,72664
645,electricity,70025
646,electricity,67157
647,electricity,70059
648,electricity,69272
649,electricity,65729
650,electricity,65260
651,electricity,63616
652,electricity,61677
653,electricity,62049
654,electricity,66318
655,electricity,74050
656,electricity,79667
657,electricity,79563
658,electricity,79135
659,electricity,78007
660,electricity,77781
661,electricity,76869
662,electricity,75375
663,electricity,73185
664,electricity,72065
665,electricity,71947
666,electricity,75929
667,electricity,81536
668,electricity,78445
669,electricity,73672
670,electricity,69373
671,electricity,71949
672,electricity,70579
673,electricity,66142
674,electricity,65495
675,electricity,63341
676,electricity,60588
677,electricity,60971
678,electricity,64760
679,electricity,72378
680,electricity,77232
681,electricity,77049
682,electricity,77068
683,electricity,76924
684,electricity,77598
685,electricity,76766
686,electricity,75555
687,electricity,73308
688,electricity,71581
689,electricity,71016
690,electricity,74157
691,electricity,78514
692,electricity,75014
693,electricity,70420
694,electricity,66203
695,electricity,68420
696,electricity,66786
697,electricity,62327
698,electricity,61418
699,electricity,59127
700,electricity,56880
701,electricity,56852
702,electricity,60372
703,electricity,67505
704,electricity,71994
705,electricity,72835
706,electricity,73002
707,electricity,72460
708,electricity,72879
709,electricity,71608
710,electricity,69642
711,electricity,67564
712,electricity,65666
713,electricity,65004
714,electricity,68421
715,electricity,74543
716,electricity,72020
717,electricity,67295
718,electricity,63576
719,electricity,66314
720,electricity,65607
721,electricity,61413
722,electricity,60871
723,electricity,58916
724,electricity,56943
725,electricity,57103
726,electricity,60846
727,electricity,68347
728,electricity,73486
729,electricity,73184
730,electricity,72911
731,electricity,72207
732,electricity,72432
733,electricity,71357
734,electricity,69810
735,electricity,67865
736,electricity,66344
737,electricity,65936
738,electricity,69156
739,electricity,74743
740,electricity,71699
741,electricity,67201
742,electricity,63401
743,electricity,65675
744,electricity,64544
745,electricity,60122
746,electricity,59513
747,electricity,57265
748,electricity,55085
749,electricity,55323
750,electricity,58688
751,electricity,65863
752,electricity,71176
753,electricity,71310
754,electricity,71458
755,electricity,71528
756,electricity,72417
757,electricity,72074
758,electricity,69984
759,electricity,68452
760,electricity,66866
761,electricity,66285
762,electricity,69466
763,electricity,73379
764,electricity,70502
765,electricity,66410
766,electricity,63099
767,electricity,66417
768,electricity,65346
769,electricity,60552
770,electricity,59414
771,electricity,57018
772,electricity,54745
773,electricity,54147
774,electricity,55592
775,electricity,58074
776,electricity,61043
777,electricity,63536
778,electricity,66054
779,electricity,66703
780,electricity,67910
781,electricity,69120
782,electricity,66248
783,electricity,64056
784,electricity,62972
785,electricity,63165
786,electricity,67005
787,electricity,72965
788,electricity,71522
789,electricity,68683
790,electricity,66182
791,electricity,70567
792,electricity,70505
793,electricity,66435
794,electricity,65752
795,electricity,63163
796,electricity,60224
797,electricity,59256
798,electricity,59912
799,electricity,60842
800,electricity,62198
801,electricity,64232
802,electricity,66752
803,electricity,68016
804,electricity,68699
805,electricity,69716
806,electricity,65769
807,electricity,63375
808,electricity,62133
809,electricity,62375
810,electricity,66226
811,electricity,72575
812,electricity,72448
813,electricity,69500
814,electricity,66491
815,electricity,69185
816,electricity,68131
817,electricity,64361
818,electricity,63695
819,electricity,61410
820,electricity,58993
821,electricity,59307
822,electricity,63530
823,electricity,70917
824,electricity,75471
825,electricity,75794
826,electricity,76237
827,electricity,75947
828,electricity,76395
829,electricity,75747
830,electricity,74388
831,electricity,72086
832,electricity,70514
833,electricity,69801
834,electricity,72275
835,electricity,78525
836,electricity,75510
837,electricity,70633
838,electricity,66479
839,electricity,69229
840,electricity,67874
841,electricity,63378
842,electricity,62607
843,electricity,60620
844,electricity,58549
845,electricity,59119
846,electricity,63066
847,electricity,70942
848,electricity,75928
849,electricity,75902
850,electricity,76211
851,electricity,76334
852,electricity,77136
853,electricity,77064
854,electricity,75580
855,electricity,74231
856,electricity,73136
857,electricity,73000
858,electricity,76078
859,electricity,82253
860,electricity,79498
861,electricity,75075
862,electricity,71142
863,electricity,73758
864,electricity,72293
865,electricity,68070
866,electricity,67326
867,electricity,65249
868,electricity,63347
869,electricity,63538
870,electricity,67298
871,electricity,74388
872,electricity,78847
873,electricity,80005
874,electricity,80527
875,electricity,80445
876,electricity,81149
877,electricity,80056
878,electricity,78489
879,electricity,76509
880,electricity,75164
881,electricity,75181
882,electricity,77644
883,electricity,84826
884,electricity,81490
885,electricity,77087
886,electricity,73295
887,electricity,75949
888,electricity,74650
889,electricity,70562
890,electricity,70070
891,electricity,68128
892,electricity,66091
893,electricity,66387
894,electricity,70305
895,electricity,78092
896,electricity,82854
897,electricity,82814
898,electricity,82755
899,electricity,82169
900,electricity,82257
901,electricity,81498
902,electricity,80148
903,electricity,77953
904,electricity,76629
905,electricity,76413
906,electricity,79279
907,electricity,86379
908,electricity,83347
909,electricity,78545
910,electricity,74357
911,electricity,76845
912,electricity,75510
913,electricity,71337
914,electricity,70534
915,electricity,68507
916,electricity,66153
917,electricity,66672
918,electricity,70367
919,electricity,77099
920,electricity,81069
921,electricity,81133
922,electricity,80961
923,electricity,80175
924,electricity,80039
925,electricity,79313
926,electricity,76621
927,electricity,74719
928,electricity,73195
929,electricity,72895
930,electricity,75939
931,electricity,82612
932,electricity,79944
933,electricity,76098
934,electricity,73116
935,electricity,76453
936,electricity,75390
937,electricity,70585
938,electricity,71042
939,electricity,68194
940,electricity,65703
941,electricity,64856
942,electricity,66198
943,electricity,68350
944,electricity,70780
945,electricity,73373
946,electricity,75609
947,electricity,75585
948,electricity,76279
949,electricity,77171
950,electricity,73946
951,electricity,71205
952,electricity,69447
953,electricity,69205
954,electricity,72068
955,electricity,78441
956,electricity,76748
957,electricity,73337
958,electricity,70579
959,electricity,74703
960,electricity,74350
961,electricity,69994
962,electricity,69385
963,electricity,66840
964,electricity,64020
965,electricity,62724
966,electricity,63100
967,electricity,63804
968,electricity,64520
969,electricity,67156
970,electricity,70132
971,electricity,71745
972,electricity,73145
973,electricity,74354
974,electricity,70453
975,electricity,68124
976,electricity,66886
977,electricity,67441
978,electricity,70514
979,electricity,77016
980,electricity,76558
981,electricity,73857
982,electricity,70398
983,electricity,73142
984,electricity,72178
985,electricity,68300
986,electricity,67856
987,electricity,65806
988,electricity,63419
989,electricity,63877
990,electricity,68257
991,electricity,74982
992,electricity,78762
993,electricity,79447
994,electricity,80170
995,electricity,80188
996,electricity,80622
997,electricity,79869
998,electricity,78290
999,electricity,76127
1000,electricity,74545
1001,electricity,74230
1002,electricity,76293
1003,electricity,83338
1004,electricity,80526
1005,electricity,75985
1006,electricity,72051
1007,electricity,74843
1008,electricity,73875
1009,electricity,69602
1010,electricity,70652
1011,electricity,68580
1012,electricity,66548
1013,electricity,66695
1014,electricity,70641
1015,electricity,77484
1016,electricity,81010
1017,electricity,81946
1018,electricity,82507
1019,electricity,82322
1020,electricity,83025
1021,electricity,82582
1022,electricity,81032
1023,electricity,79042
1024,electricity,78014
1025,electricity,77919
1026,electricity,79825
1027,electricity,85889
1028,electricity,82677
1029,electricity,77979
1030,electricity,73943
1031,electricity,76715
1032,electricity,75169
1033,electricity,70823
1034,electricity,71694
1035,electricity,69579
1036,electricity,67451
1037,electricity,67722
1038,electricity,71661
1039,electricity,77806
1040,electricity,80848
1041,electricity,82505
1042,electricity,83126
1043,electricity,82702
1044,electricity,83106
1045,electricity,82259
1046,electricity,80386
1047,electricity,77713
1048,electricity,76199
1049,electricity,75820
1050,electricity,78147
1051,electricity,85989
1052,electricity,83619
1053,electricity,78943
1054,electricity,74901
1055,electricity,77637
1056,electricity,76415
1057,electricity,72406
1058,electricity,73813
1059,electricity,71746
1060,electricity,69250
1061,electricity,69231
1062,electricity,72904
1063,electricity,79222
1064,electricity,82334
1065,electricity,82561
1066,electricity,83010
1067,electricity,82268
1068,electricity,82916
1069,electricity,82011
1070,electricity,79984
1071,electricity,77679
1072,electricity,75735
1073,electricity,74747
1074,electricity,76138
1075,electricity,83189
1076,electricity,80390
1077,electricity,75480
1078,electricity,71669
1079,electricity,74540
1080,electricity,72897
1081,electricity,68559
1082,electricity,69431
1083,electricity,66988
1084,electricity,64518
1085,electricity,64510
1086,electricity,68324
1087,electricity,75475
1088,electricity,78974
1089,electricity,79119
1090,electricity,78728
1091,electricity,77402
1092,electricity,76855
1093,electricity,75786
1094,electricity,73129
1095,electricity,70595
1096,electricity,68893
1097,electricity,67945
1098,electricity,70235
1099,electricity,77575
1100,electricity,75537
1101,electricity,71663
1102,electricity,68550
1103,electricity,72140
1104,electricity,71211
1105,electricity,66669
1106,electricity,66563
1107,electricity,64173
1108,electricity,61918
1109,electricity,61287
1110,electricity,62623
1111,electricity,65037
1112,electricity,67089
1113,electricity,70071
1114,electricity,71439
1115,electricity,70356
1116,electricity,69955
1117,electricity,69854
1118,electricity,65847
1119,electricity,63009
1120,electricity,60868
1121,electricity,60201
1122,electricity,62695
1123,electricity,70832
1124,electricity,70294
1125,electricity,67363
1126,electricity,65379
1127,electricity,69684
1128,electricity,69583
1129,electricity,65891
1130,electricity,65461
1131,electricity,62933
1132,electricity,60465
1133,electricity,59350
1134,electricity,59827
1135,electricity,61102
1136,electricity,61641
1137,electricity,64385
1138,electricity,66613
1139,electricity,67251
1140,electricity,67412
1141,electricity,67562
1142,electricity,62888
1143,electricity,59507
1144,electricity,57451
1145,electricity,57381
1146,electricity,60346
1147,electricity,69658
1148,electricity,70875
1149,electricity,68862
1150,electricity,66371
1151,electricity,69899
1152,electricity,69341
1153,electricity,65577
1154,electricity,65627
1155,electricity,64040
1156,electricity,62171
1157,electricity,62908
1158,electricity,67459
1159,electricity,73929
1160,electricity,77113
1161,electricity,78209
1162,electricity,77796
1163,electricity,76482
1164,electricity,75954
1165,electricity,74658
1166,electricity,72215
1167,electricity,69438
1168,electricity,67469
1169,electricity,66570
1170,electricity,68527
1171,electricity,77664
1172,electricity,76506
1173,electricity,72432
1174,electricity,68965
1175,electricity,72346
1176,electricity,71519
1177,electricity,67760
1178,electricity,69199
1179,electricity,67201
1180,electricity,65239
1181,electricity,65804
1182,electricity,70134
1183,electricity,77494
1184,electricity,81366
1185,electricity,82076
1186,electricity,81219
1187,electricity,79054
1188,electricity,78019
1189,electricity,76088
1190,electricity,73322
1191,electricity,70314
1192,electricity,68297
1193,electricity,67314
1194,electricity,69187
1195,electricity,78359
1196,electricity,77196
1197,electricity,72972
1198,electricity,69516
1199,electricity,72712
1200,electricity,71766
1201,electricity,67755
1202,electricity,67409
1203,electricity,65696
1204,electricity,63921
1205,electricity,64409
1206,electricity,68561
1207,electricity,75545
1208,electricity,79156
1209,electricity,80821
1210,electricity,80358
1211,electricity,78529
1212,electricity,77845
1213,electricity,76210
1214,electricity,74040
1215,electricity,71229
1216,electricity,69249
1217,electricity,68623
1218,electricity,70694
1219,electricity,79675
1220,electricity,78484
1221,electricity,74424
1222,electricity,71045
1223,electricity,74129
1224,electricity,73476
1225,electricity,69762
1226,electricity,69522
1227,electricity,67905
1228,electricity,66157
1229,electricity,66754
1230,electricity,70959
1231,electricity,78589
1232,electricity,82192
1233,electricity,83208
1234,electricity,82538
1235,electricity,81426
1236,electricity,81313
1237,electricity,80299
1238,electricity,78539
1239,electricity,76769
1240,electricity,75576
1241,electricity,75632
1242,electricity,77875
1243,electricity,85758
1244,electricity,84070
1245,electricity,79782
1246,electricity,76072
1247,electricity,78976
1248,electricity,77984
1249,electricity,73879
1250,electricity,73571
1251,electricity,71945
1252,electricity,69927
1253,electricity,70545
1254,electricity,74415
1255,electricity,80381
1256,electricity,82841
1257,electricity,84094
1258,electricity,84360
1259,electricity,83552
1260,electricity,83713
1261,electricity,82945
1262,electricity,80831
1263,electricity,78721
1264,electricity,77639
1265,electricity,77287
1266,electricity,79439
1267,electricity,86015
1268,electricity,84015
1269,electricity,80468
1270,electricity,77242
1271,electricity,80662
1272,electricity,79364
1273,electricity,75020
1274,electricity,75887
1275,electricity,73563
1276,electricity,70747
1277,electricity,69832
1278,electricity,71122
1279,electricity,73471
1280,electricity,75192
1281,electricity,79040
1282,electricity,81360
1283,electricity,81550
1284,electricity,82770
1285,electricity,84071
1286,electricity,81229
1287,electricity,79039
1288,electricity,77583
1289,electricity,77250
1290,electricity,79155
1291,electricity,85429
1292,electricity,84451
1293,electricity,80227
1294,electricity,77551
1295,electricity,81488
1296,electricity,80485
1297,electricity,76615
1298,electricity,75915
1299,electricity,73226
1300,electricity,70417
1301,electricity,69099
1302,electricity,69355
1303,electricity,70304
1304,electricity,70482
1305,electricity,73829
1306,electricity,76577
1307,electricity,77860
1308,electricity,79070
1309,electricity,79989
1310,electricity,76421
1311,electricity,73667
1312,electricity,72316
1313,electricity,72167
1314,electricity,74136
1315,electricity,81727
1316,electricity,82110
1317,electricity,79294
1318,electricity,76386
1319,electricity,79711
1320,electricity,78170
1321,electricity,74268
1322,electricity,74051
1323,electricity,72108
1324,electricity,69997
1325,electricity,70227
1326,electricity,74186
1327,electricity,79322
1328,electricity,81483
1329,electricity,83962
1330,electricity,85454
1331,electricity,85697
1332,electricity,86552
1333,electricity,86322
1334,electricity,85100
1335,electricity,82641
1336,electricity,81254
1337,electricity,80556
1338,electricity,81333
1339,electricity,87813
1340,electricity,85979
1341,electricity,81380
1342,electricity,77235
1343,electricity,80354
1344,electricity,78968
1345,electricity,74813
1346,electricity,76129
1347,electricity,74090
1348,electricity,71665
1349,electricity,71629
1350,electricity,75282
1351,electricity,80488
1352,electricity,82679
1353,electricity,84780
1354,electricity,85312
1355,electricity,84988
1356,electricity,85220
1357,electricity,84162
1358,electricity,81920
1359,electricity,79468
1360,electricity,77783
1361,electricity,77122
1362,electricity,78444
1363,electricity,85432
1364,electricity,84349
1365,electricity,79942
1366,electricity,76069
1367,electricity,79028
1368,electricity,77587
1369,electricity,73432
1370,electricity,74998
1371,electricity,72575
1372,electricity,70102
1373,electricity,70113
1374,electricity,73734
1375,electricity,78487
1376,electricity,80513
1377,electricity,83091
1378,electricity,83773
1379,electricity,83775
1380,electricity,84267
1381,electricity,83389
1382,electricity,81661
1383,electricity,79202
1384,electricity,77282
1385,electricity,76701
1386,electricity,77824
1387,electricity,84253
1388,electricity,82592
1389,electricity,78165
1390,electricity,74622
1391,electricity,77486
1392,electricity,76409
1393,electricity,72137
1394,electricity,73767
1395,electricity,71164
1396,electricity,68769
1397,electricity,68875
1398,electricity,72515
1399,electricity,77816
1400,electricity,80072
1401,electricity,81886
1402,electricity,82288
1403,electricity,81959
1404,electricity,82101
1405,electricity,81354
1406,electricity,79622
1407,electricity,77074
1408,electricity,75058
1409,electricity,74345
1410,electricity,75537
1411,electricity,82105
1412,electricity,81094
1413,electricity,76607
1414,electricity,73311
1415,electricity,75854
1416,electricity,74815
1417,electricity,70379
1418,electricity,71876
1419,electricity,69617
1420,electricity,67255
1421,electricity,67375
1422,electricity,70693
1423,electricity,76434
1424,electricity,79457
1425,electricity,81955
1426,electricity,82928
1427,electricity,82679
1428,electricity,82897
1429,electricity,82366
1430,electricity,80301
1431,electricity,77477
1432,electricity,75614
1433,electricity,74530
1434,electricity,75800
1435,electricity,81624
1436,electricity,80419
1437,electricity,76035
1438,electricity,72730
1439,electricity,75795
1440,electricity,74405
1441,electricity,70029
1442,electricity,69427
1443,electricity,66779
1444,electricity,64089
1445,electricity,63183
1446,electricity,64519
1447,electricity,66543
1448,electricity,67718
1449,electricity,70991
1450,electricity,73297
1451,electricity,73737
1452,electricity,74383
1453,electricity,75169
1454,electricity,71701
1455,electricity,69013
1456,electricity,66809
1457,electricity,66040
1458,electricity,67960
1459,electricity,74779
1460,electricity,75101
1461,electricity,71563
1462,electricity,69211
1463,electricity,73432
1464,electricity,72955
1465,electricity,68928
1466,electricity,68424
1467,electricity,65857
1468,electricity,63049
1469,electricity,61834
1470,electricity,62331
1471,electricity,63443
1472,electricity,63615
1473,electricity,66058
1474,electricity,67872
1475,electricity,68077
1476,electricity,67703
1477,electricity,67514
1478,electricity,62478
1479,electricity,58796
1480,electricity,56156
1481,electricity,55714
1482,electricity,57975
1483,electricity,67038
1484,electricity,70413
1485,electricity,68533
1486,electricity,66377
1487,electricity,69995
1488,electricity,69447
1489,electricity,66028
1490,electricity,65972
1491,electricity,64303
1492,electricity,62242
1493,electricity,63033
1494,electricity,67561
1495,electricity,74511
