YEAR,TIMESTAMP,TECHNOLOGIES,availabilityFactor
2030,6717,WindOffShore_flot,0.767
2030,6717,WindOnShore,0.444
2030,6718,Solar,0.0
2030,6718,WindOffShore_flot,0.76
2030,6718,WindOnShore,0.423
2030,6719,Solar,0.0
2030,6719,WindOffShore_flot,0.716
2030,6719,WindOnShore,0.372
2030,6720,Solar,0.0
2030,6720,WindOffShore_flot,0.664
2030,6720,WindOnShore,0.32
2030,6721,Solar,0.0
2030,6721,WindOffShore_flot,0.61
2030,6721,WindOnShore,0.265
2030,6722,Solar,0.0
2030,6722,WindOffShore_flot,0.568
2030,6722,WindOnShore,0.229
2030,6723,Solar,0.0
2030,6723,WindOffShore_flot,0.541
2030,6723,WindOnShore,0.229
2030,6724,Solar,0.0
2030,6724,WindOffShore_flot,0.494
2030,6724,WindOnShore,0.216
2030,6725,Solar,0.0
2030,6725,WindOffShore_flot,0.424
2030,6725,WindOnShore,0.186
2030,6726,Solar,0.0
2030,6726,WindOffShore_flot,0.355
2030,6726,WindOnShore,0.16
2030,6727,Solar,0.065
2030,6727,WindOffShore_flot,0.3
2030,6727,WindOnShore,0.139
2030,6728,Solar,0.282
2030,6728,WindOffShore_flot,0.205
2030,6728,WindOnShore,0.084
2030,6729,Solar,0.482
2030,6729,WindOffShore_flot,0.104
2030,6729,WindOnShore,0.032
2030,6730,Solar,0.623
2030,6730,WindOffShore_flot,0.047
2030,6730,WindOnShore,0.016
2030,6731,Solar,0.709
2030,6731,WindOffShore_flot,0.025
2030,6731,WindOnShore,0.012
2030,6732,Solar,0.741
2030,6732,WindOffShore_flot,0.013
2030,6732,WindOnShore,0.013
2030,6733,Solar,0.721
2030,6733,WindOffShore_flot,0.01
2030,6733,WindOnShore,0.016
2030,6734,Solar,0.65
2030,6734,WindOffShore_flot,0.025
2030,6734,WindOnShore,0.033
2030,6735,Solar,0.524
2030,6735,WindOffShore_flot,0.055
2030,6735,WindOnShore,0.053
2030,6736,Solar,0.35
2030,6736,WindOffShore_flot,0.082
2030,6736,WindOnShore,0.07
2030,6737,Solar,0.135
2030,6737,WindOffShore_flot,0.092
2030,6737,WindOnShore,0.085
2030,6738,Solar,0.0
2030,6738,WindOffShore_flot,0.099
2030,6738,WindOnShore,0.094
2030,6739,Solar,0.0
2030,6739,WindOffShore_flot,0.089
2030,6739,WindOnShore,0.076
2030,6740,Solar,0.0
2030,6740,WindOffShore_flot,0.069
2030,6740,WindOnShore,0.046
2030,6741,Solar,0.0
2030,6741,WindOffShore_flot,0.043
2030,6741,WindOnShore,0.019
2030,6742,Solar,0.0
2030,6742,WindOffShore_flot,0.027
2030,6742,WindOnShore,0.009
2030,6743,Solar,0.0
2030,6743,WindOffShore_flot,0.032
2030,6743,WindOnShore,0.018
2030,6744,Solar,0.0
2030,6744,WindOffShore_flot,0.048
2030,6744,WindOnShore,0.035
2030,6745,Solar,0.0
2030,6745,WindOffShore_flot,0.061
2030,6745,WindOnShore,0.049
2030,6746,Solar,0.0
2030,6746,WindOffShore_flot,0.062
2030,6746,WindOnShore,0.052
2030,6747,Solar,0.0
2030,6747,WindOffShore_flot,0.054
2030,6747,WindOnShore,0.049
2030,6748,Solar,0.0
2030,6748,WindOffShore_flot,0.043
2030,6748,WindOnShore,0.045
2030,6749,Solar,0.0
2030,6749,WindOffShore_flot,0.034
2030,6749,WindOnShore,0.043
2030,6750,Solar,0.0
2030,6750,WindOffShore_flot,0.033
2030,6750,WindOnShore,0.044
2030,6751,Solar,0.016
2030,6751,WindOffShore_flot,0.032
2030,6751,WindOnShore,0.045
2030,6752,Solar,0.103
2030,6752,WindOffShore_flot,0.026
2030,6752,WindOnShore,0.034
2030,6753,Solar,0.225
2030,6753,WindOffShore_flot,0.021
2030,6753,WindOnShore,0.012
2030,6754,Solar,0.357
2030,6754,WindOffShore_flot,0.039
2030,6754,WindOnShore,0.004
2030,6755,Solar,0.47
2030,6755,WindOffShore_flot,0.09
2030,6755,WindOnShore,0.021
2030,6756,Solar,0.51
2030,6756,WindOffShore_flot,0.185
2030,6756,WindOnShore,0.07
2030,6757,Solar,0.457
2030,6757,WindOffShore_flot,0.315
2030,6757,WindOnShore,0.142
2030,6758,Solar,0.54
2030,6758,WindOffShore_flot,0.356
2030,6758,WindOnShore,0.168
2030,6759,Solar,0.486
2030,6759,WindOffShore_flot,0.383
2030,6759,WindOnShore,0.185
2030,6760,Solar,0.322
2030,6760,WindOffShore_flot,0.435
2030,6760,WindOnShore,0.213
2030,6761,Solar,0.121
2030,6761,WindOffShore_flot,0.52
2030,6761,WindOnShore,0.255
2030,6762,Solar,0.0
2030,6762,WindOffShore_flot,0.63
2030,6762,WindOnShore,0.344
2030,6763,Solar,0.0
2030,6763,WindOffShore_flot,0.692
2030,6763,WindOnShore,0.406
2030,6764,Solar,0.0
2030,6764,WindOffShore_flot,0.715
2030,6764,WindOnShore,0.421
2030,6765,Solar,0.0
2030,6765,WindOffShore_flot,0.696
2030,6765,WindOnShore,0.402
2030,6766,Solar,0.0
2030,6766,WindOffShore_flot,0.689
2030,6766,WindOnShore,0.39
2030,6767,Solar,0.0
2030,6767,WindOffShore_flot,0.689
2030,6767,WindOnShore,0.383
2030,6768,Solar,0.0
2030,6768,WindOffShore_flot,0.697
2030,6768,WindOnShore,0.373
2030,6769,Solar,0.0
2030,6769,WindOffShore_flot,0.714
2030,6769,WindOnShore,0.372
2030,6770,Solar,0.0
2030,6770,WindOffShore_flot,0.725
2030,6770,WindOnShore,0.372
2030,6771,Solar,0.0
2030,6771,WindOffShore_flot,0.739
2030,6771,WindOnShore,0.381
2030,6772,Solar,0.0
2030,6772,WindOffShore_flot,0.738
2030,6772,WindOnShore,0.373
2030,6773,Solar,0.0
2030,6773,WindOffShore_flot,0.716
2030,6773,WindOnShore,0.364
2030,6774,Solar,0.0
2030,6774,WindOffShore_flot,0.716
2030,6774,WindOnShore,0.379
2030,6775,Solar,0.064
2030,6775,WindOffShore_flot,0.738
2030,6775,WindOnShore,0.398
2030,6776,Solar,0.29
2030,6776,WindOffShore_flot,0.748
2030,6776,WindOnShore,0.391
2030,6777,Solar,0.485
2030,6777,WindOffShore_flot,0.783
2030,6777,WindOnShore,0.483
2030,6778,Solar,0.627
2030,6778,WindOffShore_flot,0.771
2030,6778,WindOnShore,0.493
2030,6779,Solar,0.722
2030,6779,WindOffShore_flot,0.756
2030,6779,WindOnShore,0.488
2030,6780,Solar,0.76
2030,6780,WindOffShore_flot,0.737
2030,6780,WindOnShore,0.474
2030,6781,Solar,0.742
2030,6781,WindOffShore_flot,0.714
2030,6781,WindOnShore,0.46
2030,6782,Solar,0.672
2030,6782,WindOffShore_flot,0.685
2030,6782,WindOnShore,0.452
2030,6783,Solar,0.547
2030,6783,WindOffShore_flot,0.639
2030,6783,WindOnShore,0.441
2030,6784,Solar,0.368
2030,6784,WindOffShore_flot,0.605
2030,6784,WindOnShore,0.436
2030,6785,Solar,0.152
2030,6785,WindOffShore_flot,0.579
2030,6785,WindOnShore,0.401
2030,6786,Solar,0.0
2030,6786,WindOffShore_flot,0.596
2030,6786,WindOnShore,0.414
2030,6787,Solar,0.0
2030,6787,WindOffShore_flot,0.616
2030,6787,WindOnShore,0.417
2030,6788,Solar,0.0
2030,6788,WindOffShore_flot,0.601
2030,6788,WindOnShore,0.373
2030,6789,Solar,0.0
2030,6789,WindOffShore_flot,0.587
2030,6789,WindOnShore,0.359
2030,6790,Solar,0.0
2030,6790,WindOffShore_flot,0.577
2030,6790,WindOnShore,0.354
2030,6791,Solar,0.0
2030,6791,WindOffShore_flot,0.57
2030,6791,WindOnShore,0.334
2030,6792,Solar,0.0
2030,6792,WindOffShore_flot,0.54
2030,6792,WindOnShore,0.299
2030,6793,Solar,0.0
2030,6793,WindOffShore_flot,0.483
2030,6793,WindOnShore,0.257
2030,6794,Solar,0.0
2030,6794,WindOffShore_flot,0.408
2030,6794,WindOnShore,0.207
2030,6795,Solar,0.0
2030,6795,WindOffShore_flot,0.319
2030,6795,WindOnShore,0.153
2030,6796,Solar,0.0
2030,6796,WindOffShore_flot,0.229
2030,6796,WindOnShore,0.109
2030,6797,Solar,0.0
2030,6797,WindOffShore_flot,0.159
2030,6797,WindOnShore,0.085
2030,6798,Solar,0.0
2030,6798,WindOffShore_flot,0.098
2030,6798,WindOnShore,0.077
2030,6799,Solar,0.06
2030,6799,WindOffShore_flot,0.056
2030,6799,WindOnShore,0.078
2030,6800,Solar,0.284
2030,6800,WindOffShore_flot,0.033
2030,6800,WindOnShore,0.064
2030,6801,Solar,0.487
2030,6801,WindOffShore_flot,0.029
2030,6801,WindOnShore,0.067
2030,6802,Solar,0.63
2030,6802,WindOffShore_flot,0.034
2030,6802,WindOnShore,0.076
2030,6803,Solar,0.715
2030,6803,WindOffShore_flot,0.048
2030,6803,WindOnShore,0.083
2030,6804,Solar,0.746
2030,6804,WindOffShore_flot,0.074
2030,6804,WindOnShore,0.098
2030,6805,Solar,0.726
2030,6805,WindOffShore_flot,0.122
2030,6805,WindOnShore,0.119
2030,6806,Solar,0.652
2030,6806,WindOffShore_flot,0.175
2030,6806,WindOnShore,0.14
2030,6807,Solar,0.52
2030,6807,WindOffShore_flot,0.225
2030,6807,WindOnShore,0.158
2030,6808,Solar,0.331
2030,6808,WindOffShore_flot,0.259
2030,6808,WindOnShore,0.165
2030,6809,Solar,0.108
2030,6809,WindOffShore_flot,0.275
2030,6809,WindOnShore,0.159
2030,6810,Solar,0.0
2030,6810,WindOffShore_flot,0.293
2030,6810,WindOnShore,0.159
2030,6811,Solar,0.0
2030,6811,WindOffShore_flot,0.309
2030,6811,WindOnShore,0.157
2030,6812,Solar,0.0
2030,6812,WindOffShore_flot,0.32
2030,6812,WindOnShore,0.155
2030,6813,Solar,0.0
2030,6813,WindOffShore_flot,0.339
2030,6813,WindOnShore,0.166
2030,6814,Solar,0.0
2030,6814,WindOffShore_flot,0.363
2030,6814,WindOnShore,0.183
2030,6815,Solar,0.0
2030,6815,WindOffShore_flot,0.395
2030,6815,WindOnShore,0.207
2030,6816,Solar,0.0
2030,6816,WindOffShore_flot,0.429
2030,6816,WindOnShore,0.234
2030,6817,Solar,0.0
2030,6817,WindOffShore_flot,0.463
2030,6817,WindOnShore,0.259
2030,6818,Solar,0.0
2030,6818,WindOffShore_flot,0.489
2030,6818,WindOnShore,0.273
2030,6819,Solar,0.0
2030,6819,WindOffShore_flot,0.525
2030,6819,WindOnShore,0.292
2030,6820,Solar,0.0
2030,6820,WindOffShore_flot,0.552
2030,6820,WindOnShore,0.306
2030,6821,Solar,0.0
2030,6821,WindOffShore_flot,0.566
2030,6821,WindOnShore,0.311
2030,6822,Solar,0.0
2030,6822,WindOffShore_flot,0.579
2030,6822,WindOnShore,0.316
2030,6823,Solar,0.004
2030,6823,WindOffShore_flot,0.587
2030,6823,WindOnShore,0.312
2030,6824,Solar,0.087
2030,6824,WindOffShore_flot,0.579
2030,6824,WindOnShore,0.297
2030,6825,Solar,0.218
2030,6825,WindOffShore_flot,0.598
2030,6825,WindOnShore,0.326
2030,6826,Solar,0.233
2030,6826,WindOffShore_flot,0.608
2030,6826,WindOnShore,0.345
2030,6827,Solar,0.202
2030,6827,WindOffShore_flot,0.601
2030,6827,WindOnShore,0.338
2030,6828,Solar,0.291
2030,6828,WindOffShore_flot,0.592
2030,6828,WindOnShore,0.33
2030,6829,Solar,0.457
2030,6829,WindOffShore_flot,0.582
2030,6829,WindOnShore,0.314
2030,6830,Solar,0.413
2030,6830,WindOffShore_flot,0.585
2030,6830,WindOnShore,0.3
2030,6831,Solar,0.319
2030,6831,WindOffShore_flot,0.59
2030,6831,WindOnShore,0.296
2030,6832,Solar,0.246
2030,6832,WindOffShore_flot,0.575
2030,6832,WindOnShore,0.278
2030,6833,Solar,0.062
2030,6833,WindOffShore_flot,0.549
2030,6833,WindOnShore,0.251
2030,6834,Solar,0.0
2030,6834,WindOffShore_flot,0.532
2030,6834,WindOnShore,0.231
2030,6835,Solar,0.0
2030,6835,WindOffShore_flot,0.539
2030,6835,WindOnShore,0.238
2030,6836,Solar,0.0
2030,6836,WindOffShore_flot,0.537
2030,6836,WindOnShore,0.243
2030,6837,Solar,0.0
2030,6837,WindOffShore_flot,0.528
2030,6837,WindOnShore,0.241
2030,6838,Solar,0.0
2030,6838,WindOffShore_flot,0.527
2030,6838,WindOnShore,0.24
2030,6839,Solar,0.0
2030,6839,WindOffShore_flot,0.538
2030,6839,WindOnShore,0.246
2030,6840,Solar,0.0
2030,6840,WindOffShore_flot,0.551
2030,6840,WindOnShore,0.256
2030,6841,Solar,0.0
2030,6841,WindOffShore_flot,0.569
2030,6841,WindOnShore,0.271
2030,6842,Solar,0.0
2030,6842,WindOffShore_flot,0.601
2030,6842,WindOnShore,0.29
2030,6843,Solar,0.0
2030,6843,WindOffShore_flot,0.647
2030,6843,WindOnShore,0.331
2030,6844,Solar,0.0
2030,6844,WindOffShore_flot,0.685
2030,6844,WindOnShore,0.367
2030,6845,Solar,0.0
2030,6845,WindOffShore_flot,0.706
2030,6845,WindOnShore,0.382
2030,6846,Solar,0.0
2030,6846,WindOffShore_flot,0.712
2030,6846,WindOnShore,0.392
2030,6847,Solar,0.029
2030,6847,WindOffShore_flot,0.702
2030,6847,WindOnShore,0.383
2030,6848,Solar,0.206
2030,6848,WindOffShore_flot,0.671
2030,6848,WindOnShore,0.341
2030,6849,Solar,0.418
2030,6849,WindOffShore_flot,0.709
2030,6849,WindOnShore,0.432
2030,6850,Solar,0.573
2030,6850,WindOffShore_flot,0.704
2030,6850,WindOnShore,0.446
2030,6851,Solar,0.667
2030,6851,WindOffShore_flot,0.681
2030,6851,WindOnShore,0.413
2030,6852,Solar,0.704
2030,6852,WindOffShore_flot,0.67
2030,6852,WindOnShore,0.391
2030,6853,Solar,0.691
2030,6853,WindOffShore_flot,0.677
2030,6853,WindOnShore,0.391
2030,6854,Solar,0.623
2030,6854,WindOffShore_flot,0.699
2030,6854,WindOnShore,0.41
2030,6855,Solar,0.5
2030,6855,WindOffShore_flot,0.716
2030,6855,WindOnShore,0.431
2030,6856,Solar,0.324
2030,6856,WindOffShore_flot,0.717
2030,6856,WindOnShore,0.443
2030,6857,Solar,0.111
2030,6857,WindOffShore_flot,0.67
2030,6857,WindOnShore,0.398
2030,6858,Solar,0.0
2030,6858,WindOffShore_flot,0.623
2030,6858,WindOnShore,0.361
2030,6859,Solar,0.0
2030,6859,WindOffShore_flot,0.6
2030,6859,WindOnShore,0.341
2030,6860,Solar,0.0
2030,6860,WindOffShore_flot,0.583
2030,6860,WindOnShore,0.329
2030,6861,Solar,0.0
2030,6861,WindOffShore_flot,0.589
2030,6861,WindOnShore,0.335
2030,6862,Solar,0.0
2030,6862,WindOffShore_flot,0.621
2030,6862,WindOnShore,0.357
2030,6863,Solar,0.0
2030,6863,WindOffShore_flot,0.658
2030,6863,WindOnShore,0.385
2030,6864,Solar,0.0
2030,6864,WindOffShore_flot,0.68
2030,6864,WindOnShore,0.406
2030,6865,Solar,0.0
2030,6865,WindOffShore_flot,0.709
2030,6865,WindOnShore,0.43
2030,6866,Solar,0.0
2030,6866,WindOffShore_flot,0.74
2030,6866,WindOnShore,0.461
2030,6867,Solar,0.0
2030,6867,WindOffShore_flot,0.771
2030,6867,WindOnShore,0.489
2030,6868,Solar,0.0
2030,6868,WindOffShore_flot,0.787
2030,6868,WindOnShore,0.533
2030,6869,Solar,0.0
2030,6869,WindOffShore_flot,0.779
2030,6869,WindOnShore,0.523
2030,6870,Solar,0.0
2030,6870,WindOffShore_flot,0.781
2030,6870,WindOnShore,0.531
2030,6871,Solar,0.026
2030,6871,WindOffShore_flot,0.773
2030,6871,WindOnShore,0.517
2030,6872,Solar,0.199
2030,6872,WindOffShore_flot,0.758
2030,6872,WindOnShore,0.494
2030,6873,Solar,0.398
2030,6873,WindOffShore_flot,0.811
2030,6873,WindOnShore,0.584
2030,6874,Solar,0.55
2030,6874,WindOffShore_flot,0.845
2030,6874,WindOnShore,0.636
2030,6875,Solar,0.636
2030,6875,WindOffShore_flot,0.856
2030,6875,WindOnShore,0.644
2030,6876,Solar,0.666
2030,6876,WindOffShore_flot,0.864
2030,6876,WindOnShore,0.646
2030,6877,Solar,0.645
2030,6877,WindOffShore_flot,0.871
2030,6877,WindOnShore,0.654
2030,6878,Solar,0.54
2030,6878,WindOffShore_flot,0.88
2030,6878,WindOnShore,0.667
2030,6879,Solar,0.344
2030,6879,WindOffShore_flot,0.885
2030,6879,WindOnShore,0.678
2030,6880,Solar,0.142
2030,6880,WindOffShore_flot,0.876
2030,6880,WindOnShore,0.658
2030,6881,Solar,0.023
2030,6881,WindOffShore_flot,0.87
2030,6881,WindOnShore,0.635
2030,6882,Solar,0.0
2030,6882,WindOffShore_flot,0.879
2030,6882,WindOnShore,0.654
2030,6883,Solar,0.0
2030,6883,WindOffShore_flot,0.883
2030,6883,WindOnShore,0.67
2030,6884,Solar,0.0
2030,6884,WindOffShore_flot,0.88
2030,6884,WindOnShore,0.668
2030,6885,Solar,0.0
2030,6885,WindOffShore_flot,0.878
2030,6885,WindOnShore,0.67
2030,6886,Solar,0.0
2030,6886,WindOffShore_flot,0.899
2030,6886,WindOnShore,0.683
2030,6887,Solar,0.0
2030,6887,WindOffShore_flot,0.923
2030,6887,WindOnShore,0.73
2030,6888,Solar,0.0
2030,6888,WindOffShore_flot,0.935
2030,6888,WindOnShore,0.768
2030,6889,Solar,0.0
2030,6889,WindOffShore_flot,0.927
2030,6889,WindOnShore,0.765
2030,6890,Solar,0.0
2030,6890,WindOffShore_flot,0.9
2030,6890,WindOnShore,0.727
2030,6891,Solar,0.0
2030,6891,WindOffShore_flot,0.855
2030,6891,WindOnShore,0.644
2030,6892,Solar,0.0
2030,6892,WindOffShore_flot,0.814
2030,6892,WindOnShore,0.596
2030,6893,Solar,0.0
2030,6893,WindOffShore_flot,0.733
2030,6893,WindOnShore,0.53
2030,6894,Solar,0.0
2030,6894,WindOffShore_flot,0.757
2030,6894,WindOnShore,0.412
2030,6895,Solar,0.002
2030,6895,WindOffShore_flot,0.925
2030,6895,WindOnShore,0.5
2030,6896,Solar,0.054
2030,6896,WindOffShore_flot,0.95
2030,6896,WindOnShore,0.727
2030,6897,Solar,0.149
2030,6897,WindOffShore_flot,0.895
2030,6897,WindOnShore,0.578
2030,6898,Solar,0.471
2030,6898,WindOffShore_flot,0.839
2030,6898,WindOnShore,0.436
2030,6899,Solar,0.698
2030,6899,WindOffShore_flot,0.815
2030,6899,WindOnShore,0.414
2030,6900,Solar,0.727
2030,6900,WindOffShore_flot,0.798
2030,6900,WindOnShore,0.416
2030,6901,Solar,0.68
2030,6901,WindOffShore_flot,0.799
2030,6901,WindOnShore,0.421
2030,6902,Solar,0.61
2030,6902,WindOffShore_flot,0.811
2030,6902,WindOnShore,0.454
2030,6903,Solar,0.496
2030,6903,WindOffShore_flot,0.811
2030,6903,WindOnShore,0.474
2030,6904,Solar,0.323
2030,6904,WindOffShore_flot,0.822
2030,6904,WindOnShore,0.498
2030,6905,Solar,0.115
2030,6905,WindOffShore_flot,0.843
2030,6905,WindOnShore,0.52
2030,6906,Solar,0.0
2030,6906,WindOffShore_flot,0.858
2030,6906,WindOnShore,0.542
2030,6907,Solar,0.0
2030,6907,WindOffShore_flot,0.86
2030,6907,WindOnShore,0.541
2030,6908,Solar,0.0
2030,6908,WindOffShore_flot,0.834
2030,6908,WindOnShore,0.487
2030,6909,Solar,0.0
2030,6909,WindOffShore_flot,0.802
2030,6909,WindOnShore,0.448
2030,6910,Solar,0.0
2030,6910,WindOffShore_flot,0.753
2030,6910,WindOnShore,0.4
2030,6911,Solar,0.0
2030,6911,WindOffShore_flot,0.683
2030,6911,WindOnShore,0.345
2030,6912,Solar,0.0
2030,6912,WindOffShore_flot,0.601
2030,6912,WindOnShore,0.292
2030,6913,Solar,0.0
2030,6913,WindOffShore_flot,0.502
2030,6913,WindOnShore,0.238
2030,6914,Solar,0.0
2030,6914,WindOffShore_flot,0.43
2030,6914,WindOnShore,0.205
2030,6915,Solar,0.0
2030,6915,WindOffShore_flot,0.392
2030,6915,WindOnShore,0.19
2030,6916,Solar,0.0
2030,6916,WindOffShore_flot,0.324
2030,6916,WindOnShore,0.165
2030,6917,Solar,0.0
2030,6917,WindOffShore_flot,0.226
2030,6917,WindOnShore,0.124
2030,6918,Solar,0.0
2030,6918,WindOffShore_flot,0.144
2030,6918,WindOnShore,0.09
2030,6919,Solar,0.038
2030,6919,WindOffShore_flot,0.097
2030,6919,WindOnShore,0.065
2030,6920,Solar,0.254
2030,6920,WindOffShore_flot,0.053
2030,6920,WindOnShore,0.036
2030,6921,Solar,0.467
2030,6921,WindOffShore_flot,0.029
2030,6921,WindOnShore,0.018
2030,6922,Solar,0.616
2030,6922,WindOffShore_flot,0.02
2030,6922,WindOnShore,0.02
2030,6923,Solar,0.705
2030,6923,WindOffShore_flot,0.015
2030,6923,WindOnShore,0.02
2030,6924,Solar,0.737
2030,6924,WindOffShore_flot,0.016
2030,6924,WindOnShore,0.022
2030,6925,Solar,0.715
2030,6925,WindOffShore_flot,0.035
2030,6925,WindOnShore,0.029
2030,6926,Solar,0.595
2030,6926,WindOffShore_flot,0.067
2030,6926,WindOnShore,0.042
2030,6927,Solar,0.315
2030,6927,WindOffShore_flot,0.106
2030,6927,WindOnShore,0.06
2030,6928,Solar,0.166
2030,6928,WindOffShore_flot,0.142
2030,6928,WindOnShore,0.079
2030,6929,Solar,0.082
2030,6929,WindOffShore_flot,0.182
2030,6929,WindOnShore,0.098
2030,6930,Solar,0.0
2030,6930,WindOffShore_flot,0.226
2030,6930,WindOnShore,0.119
2030,6931,Solar,0.0
2030,6931,WindOffShore_flot,0.256
2030,6931,WindOnShore,0.133
2030,6932,Solar,0.0
2030,6932,WindOffShore_flot,0.29
2030,6932,WindOnShore,0.15
2030,6933,Solar,0.0
2030,6933,WindOffShore_flot,0.332
2030,6933,WindOnShore,0.176
2030,6934,Solar,0.0
2030,6934,WindOffShore_flot,0.395
2030,6934,WindOnShore,0.22
2030,6935,Solar,0.0
2030,6935,WindOffShore_flot,0.456
2030,6935,WindOnShore,0.269
2030,6936,Solar,0.0
2030,6936,WindOffShore_flot,0.494
2030,6936,WindOnShore,0.3
2030,6937,Solar,0.0
2030,6937,WindOffShore_flot,0.482
2030,6937,WindOnShore,0.298
2030,6938,Solar,0.0
2030,6938,WindOffShore_flot,0.475
2030,6938,WindOnShore,0.308
2030,6939,Solar,0.0
2030,6939,WindOffShore_flot,0.515
2030,6939,WindOnShore,0.347
2030,6940,Solar,0.0
2030,6940,WindOffShore_flot,0.541
2030,6940,WindOnShore,0.363
2030,6941,Solar,0.0
2030,6941,WindOffShore_flot,0.536
2030,6941,WindOnShore,0.358
2030,6942,Solar,0.0
2030,6942,WindOffShore_flot,0.528
2030,6942,WindOnShore,0.352
2030,6943,Solar,0.029
2030,6943,WindOffShore_flot,0.527
2030,6943,WindOnShore,0.346
2030,6944,Solar,0.21
2030,6944,WindOffShore_flot,0.508
2030,6944,WindOnShore,0.302
2030,6945,Solar,0.376
2030,6945,WindOffShore_flot,0.577
2030,6945,WindOnShore,0.382
2030,6946,Solar,0.511
2030,6946,WindOffShore_flot,0.632
2030,6946,WindOnShore,0.443
2030,6947,Solar,0.637
2030,6947,WindOffShore_flot,0.658
2030,6947,WindOnShore,0.469
2030,6948,Solar,0.686
2030,6948,WindOffShore_flot,0.679
2030,6948,WindOnShore,0.484
2030,6949,Solar,0.683
2030,6949,WindOffShore_flot,0.691
2030,6949,WindOnShore,0.483
2030,6950,Solar,0.619
2030,6950,WindOffShore_flot,0.695
2030,6950,WindOnShore,0.469
2030,6951,Solar,0.488
2030,6951,WindOffShore_flot,0.693
2030,6951,WindOnShore,0.45
2030,6952,Solar,0.243
2030,6952,WindOffShore_flot,0.671
2030,6952,WindOnShore,0.42
2030,6953,Solar,0.063
2030,6953,WindOffShore_flot,0.616
2030,6953,WindOnShore,0.346
2030,6954,Solar,0.0
2030,6954,WindOffShore_flot,0.589
2030,6954,WindOnShore,0.324
2030,6955,Solar,0.0
2030,6955,WindOffShore_flot,0.577
2030,6955,WindOnShore,0.322
2030,6956,Solar,0.0
2030,6956,WindOffShore_flot,0.561
2030,6956,WindOnShore,0.307
2030,6957,Solar,0.0
2030,6957,WindOffShore_flot,0.554
2030,6957,WindOnShore,0.297
2030,6958,Solar,0.0
2030,6958,WindOffShore_flot,0.567
2030,6958,WindOnShore,0.312
2030,6959,Solar,0.0
2030,6959,WindOffShore_flot,0.573
2030,6959,WindOnShore,0.324
2030,6960,Solar,0.0
2030,6960,WindOffShore_flot,0.573
2030,6960,WindOnShore,0.331
2030,6961,Solar,0.0
2030,6961,WindOffShore_flot,0.595
2030,6961,WindOnShore,0.349
2030,6962,Solar,0.0
2030,6962,WindOffShore_flot,0.635
2030,6962,WindOnShore,0.378
2030,6963,Solar,0.0
2030,6963,WindOffShore_flot,0.651
2030,6963,WindOnShore,0.394
2030,6964,Solar,0.0
2030,6964,WindOffShore_flot,0.636
2030,6964,WindOnShore,0.379
2030,6965,Solar,0.0
2030,6965,WindOffShore_flot,0.598
2030,6965,WindOnShore,0.364
2030,6966,Solar,0.0
2030,6966,WindOffShore_flot,0.579
2030,6966,WindOnShore,0.353
2030,6967,Solar,0.011
2030,6967,WindOffShore_flot,0.598
2030,6967,WindOnShore,0.372
2030,6968,Solar,0.076
2030,6968,WindOffShore_flot,0.582
2030,6968,WindOnShore,0.359
2030,6969,Solar,0.152
2030,6969,WindOffShore_flot,0.563
2030,6969,WindOnShore,0.342
2030,6970,Solar,0.234
2030,6970,WindOffShore_flot,0.563
2030,6970,WindOnShore,0.362
2030,6971,Solar,0.365
2030,6971,WindOffShore_flot,0.546
2030,6971,WindOnShore,0.374
2030,6972,Solar,0.289
2030,6972,WindOffShore_flot,0.524
2030,6972,WindOnShore,0.372
2030,6973,Solar,0.4
2030,6973,WindOffShore_flot,0.472
2030,6973,WindOnShore,0.338
2030,6974,Solar,0.528
2030,6974,WindOffShore_flot,0.374
2030,6974,WindOnShore,0.28
2030,6975,Solar,0.406
2030,6975,WindOffShore_flot,0.327
2030,6975,WindOnShore,0.249
2030,6976,Solar,0.258
2030,6976,WindOffShore_flot,0.33
2030,6976,WindOnShore,0.245
2030,6977,Solar,0.041
2030,6977,WindOffShore_flot,0.353
2030,6977,WindOnShore,0.236
2030,6978,Solar,0.0
2030,6978,WindOffShore_flot,0.396
2030,6978,WindOnShore,0.242
2030,6979,Solar,0.0
2030,6979,WindOffShore_flot,0.462
2030,6979,WindOnShore,0.266
2030,6980,Solar,0.0
2030,6980,WindOffShore_flot,0.522
2030,6980,WindOnShore,0.291
2030,6981,Solar,0.0
2030,6981,WindOffShore_flot,0.558
2030,6981,WindOnShore,0.309
2030,6982,Solar,0.0
2030,6982,WindOffShore_flot,0.607
2030,6982,WindOnShore,0.367
2030,6983,Solar,0.0
2030,6983,WindOffShore_flot,0.656
2030,6983,WindOnShore,0.416
2030,6984,Solar,0.0
2030,6984,WindOffShore_flot,0.695
2030,6984,WindOnShore,0.438
2030,6985,Solar,0.0
2030,6985,WindOffShore_flot,0.724
2030,6985,WindOnShore,0.469
2030,6986,Solar,0.0
2030,6986,WindOffShore_flot,0.731
2030,6986,WindOnShore,0.476
2030,6987,Solar,0.0
2030,6987,WindOffShore_flot,0.727
2030,6987,WindOnShore,0.466
2030,6988,Solar,0.0
2030,6988,WindOffShore_flot,0.724
2030,6988,WindOnShore,0.464
2030,6989,Solar,0.0
2030,6989,WindOffShore_flot,0.714
2030,6989,WindOnShore,0.445
2030,6990,Solar,0.0
2030,6990,WindOffShore_flot,0.712
2030,6990,WindOnShore,0.437
